"NOMBRE_EST","NIVMOD","NIVELMODAL","TIPEST","COMUNA","ESTADO","POINT_X","POINT_Y","nivel","long","lat","niv","num_niv","geometry"
"ESEA en Danza Mastrazzi Curso Vocacional de Danza y Expresión Corporal Infantil N° 02","OSECom","Otros Servicios Educativos de la modalidad Común","Escuela Superior de Educación Artística",6,"1",102532.2071,102799.6421,"Otros Servicios Educativos de la modalidad Común",-58.4356933775862,-34.6040299282298,"Otros",1,c(-58.4356933775862, -34.6040299282298)
"Centro Educativo de Nivel Primario N° 19 - Casa Abierta","PriAdu","Nivel Primario de Jóvenes y Adultos","Centro Educativo de Nivel Primario",1,"1",106790.8732,105465.7038,"Primario de Jóvenes y Adultos",-58.3892862828352,-34.5799777798707,"Primario",1,c(-58.3892862828352, -34.5799777798707)
"Escuela Infantil N° 06/15° Naranjo en Flor","IniCom","Nivel Inicial Común","Escuela Infantil",12,"1",97285.7122,107518.7805,"Inicial Común",-58.4928756342255,-34.5614887238357,"Inicial",1,c(-58.4928756342255, -34.5614887238357)
"Centro Educativo de Nivel Secundario N° 48","SecAdu","Nivel Secundario de Jóvenes y Adultos","Centro Educativo de Nivel Secundario",3,"1",105394.4172,103215.5123,"Secundario de Jóvenes y Adultos",-58.4044919985721,-34.6002702019721,"Secundario",1,c(-58.4044919985721, -34.6002702019721)
"Inst. Superior de Tecnicaturas para la Salud","SNUCom","Nivel Superior No Universitario Común","No Corresponde (Salud)",4,"1",106396.8852,98685.8146,"Superior No Universitario Común",-58.3935296550966,-34.6410969746514,"Superior",1,c(-58.3935296550966, -34.6410969746514)
"CENOF Centro Cultural Casa del Futuro Devoto","OSEAdu","Otros Servicios Educativos de la modalidad de Jóvenes y Adultos","Centro de Educación No Formal",11,"1",95904.5487,102890.5068,"Otros Servicios Educativos de la modalidad de Jóvenes y Adultos",-58.5079481025138,-34.6032054342326,"Otros",1,c(-58.5079481025138, -34.6032054342326)
"Inst. Privado Inmaculada Concepción","IniCom - PriCom - SecCom","Nivel Inicial, Primario y Secundario Común","Instituto Educativo Incorporado a la Enseñanza Oficial",4,"1",104390.5146,98564.7153,"Inicial, Primario y Secundario Común",-58.4154123397864,-34.6421990563086,"Inicial a Secundario",3,c(-58.4154123397864, -34.6421990563086)
"Inst. San Vicente Pallotti","IniCom - PriCom","Nivel Inicial y Primario Común","Instituto Educativo Incorporado a la Enseñanza Oficial",12,"1",99326.4299,106371.6956,"Inicial y Primario Común",-58.470639910931,-34.5718325681655,"Inicial a Primario",2,c(-58.470639910931, -34.5718325681655)
"Inst. América del Sur","IniCom - PriCom","Nivel Inicial y Primario Común","Instituto Educativo Incorporado a la Enseñanza Oficial",5,"1",103611.1405,101813.2916,"Inicial y Primario Común",-58.4239266427143,-34.6129181310716,"Inicial a Primario",2,c(-58.4239266427143, -34.6129181310716)
"Esc. Técnica N° 03 María Sánchez de Thompson","SecCom","Nivel Secundario Común","Escuela Técnica",14,"1",102470.345,106047.571,"Secundario Común",-58.4363770374206,-34.5747517994775,"Secundario",1,c(-58.4363770374206, -34.5747517994775)
"Jardín de Infantes Integral N° 08/06° Maria Angela Schiavoni de López","IniCom","Nivel Inicial Común","Jardín de Infantes Integral",5,"1",104300.0908,100986.609,"Inicial Común",-58.416410725481,-34.6203675622865,"Inicial",1,c(-58.416410725481, -34.6203675622865)
"Esc. de Educacion Media N° 04/19° Homero Manzi","SecCom","Nivel Secundario Común","Escuela de Educación Media",4,"1",104301.0479,98034.6761,"Secundario Común",-58.4163855014556,-34.6469773956132,"Secundario",1,c(-58.4163855014556, -34.6469773956132)
"Primera Infancia Montalvo","OSECom","Otros Servicios Educativos de la modalidad Común","Primera Infancia",6,"1",103051.1163,100918.663,"Otros Servicios Educativos de la modalidad Común",-58.4300295537138,-34.6209844621555,"Otros",1,c(-58.4300295537138, -34.6209844621555)
"Inst. Hogar San Benito","IniCom - PriCom - PriAdu","Nivel Inicial y Primario Común - Nivel Primario de Jóvenes y Adultos","Instituto Educativo Incorporado a la Enseñanza Oficial",14,"1",102981.5385,106453.7074,"Inicial y Primario Común - Primario de Jóvenes y Adultos",-58.4308073251797,-34.5710893670077,"Inicial a Primario",2,c(-58.4308073251797, -34.5710893670077)
"Esc. Primaria p/Adultos N° 13 República Islámica de Irán","PriAdu - OSEAdu","Nivel Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos","Escuela Primaria para Adultos",2,"1",104406.198,103595.5453,"Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos",-58.4152670879627,-34.5968490849366,"Primario",1,c(-58.4152670879627, -34.5968490849366)
"Centro Educativo de Nivel Secundario N° 84","SecAdu","Nivel Secundario de Jóvenes y Adultos","Centro Educativo de Nivel Secundario",4,"1",103786.9699,97830.7022,"Secundario de Jóvenes y Adultos",-58.4219920022806,-34.6488180899027,"Secundario",1,c(-58.4219920022806, -34.6488180899027)
"Esc. Primaria Común N° 10 República del Ecuador","PriCom","Nivel Primario Común","Escuela de Jornada Completa",15,"1",99591.2889,103155.7575,"Primario Común",-58.4677552693528,-34.6008226361686,"Primario",1,c(-58.4677552693528, -34.6008226361686)
"Chicos Kids","OSECom","Otros Servicios Educativos de la modalidad Común","Instituto Educativo Asistencial No Incorporado a la Enseñanza Oficial",14,"1",104488.8027,104748.0163,"Otros Servicios Educativos de la modalidad Común",-58.4143726199211,-34.5864598517041,"Otros",1,c(-58.4143726199211, -34.5864598517041)
"Centro Educativo de Nivel Secundario N° 17","SecAdu","Nivel Secundario de Jóvenes y Adultos","Centro Educativo de Nivel Secundario",13,"1",101088.4641,105943.1083,"Secundario de Jóvenes y Adultos",-58.4514369839328,-34.5756957936715,"Secundario",1,c(-58.4514369839328, -34.5756957936715)
"Inst. de Educación Superior Toratenu","SNUCom","Nivel Superior No Universitario Común","Instituto Educativo Incorporado a la Enseñanza Oficial",3,"1",104989.8718,103193.1431,"Superior No Universitario Común",-58.408902048682,-34.6004738715542,"Superior",1,c(-58.408902048682, -34.6004738715542)
"Esc. Primaria Común N° 04 Benjamín Zorrilla","PriCom","Nivel Primario Común","Escuela de Jornada Completa",7,"1",100526.0575,98151.8319,"Primario Común",-58.4575619719753,-34.6459299975935,"Primario",1,c(-58.4575619719753, -34.6459299975935)
"ESEA en Danza Ramicone Curso Vocacional de Folklore N° 11","OSECom","Otros Servicios Educativos de la modalidad Común","Escuela Superior de Educación Artística",7,"1",99432.145,99644.8439,"Otros Servicios Educativos de la modalidad Común",-58.4694927778869,-34.6324713508191,"Otros",1,c(-58.4694927778869, -34.6324713508191)
"Escuela Infantil Jardín del Tiempo","OSECom","Otros Servicios Educativos de la modalidad Común","Instituto Educativo Asistencial No Incorporado a la Enseñanza Oficial",6,"1",100975.2535,101812.6199,"Otros Servicios Educativos de la modalidad Común",-58.4526663187006,-34.6129299347532,"Otros",1,c(-58.4526663187006, -34.6129299347532)
"Liceo N° 04 Remedios de Escalada de San Martín","SecCom","Nivel Secundario Común","Liceo",2,"1",106254.1436,103298.4744,"Secundario Común",-58.3951202380649,-34.5995175155778,"Secundario",1,c(-58.3951202380649, -34.5995175155778)
"Inst. Comunidad Filii Dei","IniCom - PriCom - SecCom","Nivel Inicial, Primario y Secundario Común","Instituto Educativo Incorporado a la Enseñanza Oficial",1,"1",107936.1808,105094.363,"Inicial, Primario y Secundario Común",-58.3768002296424,-34.5833170654893,"Inicial a Secundario",3,c(-58.3768002296424, -34.5833170654893)
"Esc. Primaria Común N° 23 Belisario Roldan","PriCom","Nivel Primario Común","Escuela de Jornada Completa",12,"1",96571.4638,105689.8269,"Primario Común",-58.5006659428108,-34.5779736048368,"Primario",1,c(-58.5006659428108, -34.5779736048368)
"Escuela Infantil Osito Mimoso","OSECom","Otros Servicios Educativos de la modalidad Común","Instituto Educativo Asistencial No Incorporado a la Enseñanza Oficial",5,"1",104362.743,102690.4472,"Otros Servicios Educativos de la modalidad Común",-58.4157362038133,-34.6050082077915,"Otros",1,c(-58.4157362038133, -34.6050082077915)
"Esc. Primaria Común N° 02 Patricios","PriCom","Nivel Primario Común","Escuela de Jornada Completa",4,"1",104769.993,98911.6364,"Primario Común",-58.4112752783011,-34.6390701072656,"Primario",1,c(-58.4112752783011, -34.6390701072656)
"Inst. Superior Emerson","SNUCom","Nivel Superior No Universitario Común","Instituto Educativo Incorporado a la Enseñanza Oficial",3,"1",106207.8292,102956.6609,"Superior No Universitario Común",-58.3956226558179,-34.6025990454376,"Superior",1,c(-58.3956226558179, -34.6025990454376)
"Hogar del Pino","IniCom - PriCom","Nivel Inicial y Primario Común","Instituto Educativo Incorporado a la Enseñanza Oficial",1,"1",106815.4735,100449.503,"Inicial y Primario Común",-58.3889782183371,-34.6251957534869,"Inicial a Primario",2,c(-58.3889782183371, -34.6251957534869)
"Inst. Argentino de Enseñanza Secundaria","SecCom - SecAdu","Nivel Secundario Común - Nivel Secundario de Jóvenes y Adultos","Instituto Educativo Incorporado a la Enseñanza Oficial",1,"1",106786.971,102855.7351,"Secundario Común - Secundario de Jóvenes y Adultos",-58.3893081260774,-34.6035051985908,"Secundario",1,c(-58.3893081260774, -34.6035051985908)
"Inst. Privado San Martín de los Campos (sede)","SecCom","Nivel Secundario Común","Instituto Educativo Incorporado a la Enseñanza Oficial",13,"1",101284.4282,107387.5904,"Secundario Común",-58.4493033839534,-34.5626743294213,"Secundario",1,c(-58.4493033839534, -34.5626743294213)
"CENOF Centro Angel Gallardo","OSEAdu","Otros Servicios Educativos de la modalidad de Jóvenes y Adultos","Centro de Educación No Formal",6,"1",102532.2071,102799.6421,"Otros Servicios Educativos de la modalidad de Jóvenes y Adultos",-58.4356933775862,-34.6040299282298,"Otros",1,c(-58.4356933775862, -34.6040299282298)
"Jardín de Infantes Nucleado B (EPCjs 09/03°)","IniCom","Nivel Inicial Común","Jardín de Infantes Nucleado",3,"1",106145.0826,101787.5133,"Inicial Común",-58.3962983215254,-34.613138598279,"Inicial",1,c(-58.3962983215254, -34.613138598279)
"CONSUDEC","SNUCom","Nivel Superior No Universitario Común","Instituto Educativo Incorporado a la Enseñanza Oficial",1,"1",107813.1077,103286.4092,"Superior No Universitario Común",-58.3781251325367,-34.5996156805401,"Superior",1,c(-58.3781251325367, -34.5996156805401)
"Centro Educativo de Nivel Secundario N° 12","SecAdu","Nivel Secundario de Jóvenes y Adultos","Centro Educativo de Nivel Secundario",1,"1",107725.0388,101599.4512,"Secundario de Jóvenes y Adultos",-58.3790699681925,-34.6148232730592,"Secundario",1,c(-58.3790699681925, -34.6148232730592)
"Jardín de Infantes Nucleado A (EPCjc 11/08°) [Sede]","IniCom","Nivel Inicial Común","Jardín de Infantes Nucleado",6,"1",103035.1105,100770.667,"Inicial Común",-58.430203565431,-34.6223186034279,"Inicial",1,c(-58.430203565431, -34.6223186034279)
"ESEA en Danza Ramicone Curso Vocacional de Folklore N° 22","OSECom","Otros Servicios Educativos de la modalidad Común","Escuela Superior de Educación Artística",3,"1",105804.076,101445.5354,"Otros Servicios Educativos de la modalidad Común",-58.4000140845595,-34.6162232918971,"Otros",1,c(-58.4000140845595, -34.6162232918971)
"Los Almendros","OSECom","Otros Servicios Educativos de la modalidad Común","Instituto Educativo Asistencial No Incorporado a la Enseñanza Oficial",13,"1",101250.7663,106507.1124,"Otros Servicios Educativos de la modalidad Común",-58.4496689484343,-34.5706114197996,"Otros",1,c(-58.4496689484343, -34.5706114197996)
"Jardín de Infantes Nucleado C (EPCjs 01/01°)","IniCom","Nivel Inicial Común","Jardín de Infantes Nucleado",2,"1",106519.1811,104333.4398,"Inicial Común",-58.3922388179559,-34.5901862570494,"Inicial",1,c(-58.3922388179559, -34.5901862570494)
"Jardín de Infantes Nucleado B (EPCjc 24/07°) La Veleta de Caballito","IniCom","Nivel Inicial Común","Jardín de Infantes Nucleado",6,"1",100955.172,101110.7467,"Inicial Común",-58.4528845271586,-34.6192569227242,"Inicial",1,c(-58.4528845271586, -34.6192569227242)
"Inst. Lange Ley","IniCom - PriCom - SecCom","Nivel Inicial, Primario y Secundario Común","Instituto Educativo Incorporado a la Enseñanza Oficial",14,"1",104618.3107,105122.614,"Inicial, Primario y Secundario Común",-58.4129630247284,-34.5830824925935,"Inicial a Secundario",3,c(-58.4129630247284, -34.5830824925935)
"Universitas Estudios Superiores","SNUCom","Nivel Superior No Universitario Común","Instituto Educativo Incorporado a la Enseñanza Oficial",3,"1",106441.628,102882.4776,"Superior No Universitario Común",-58.3930732531384,-34.6032663369916,"Superior",1,c(-58.3930732531384, -34.6032663369916)
"Colegio Integral Caballito","IniCom - PriCom","Nivel Inicial y Primario Común","Instituto Educativo Incorporado a la Enseñanza Oficial",6,"1",101881.1096,101633.7274,"Inicial y Primario Común",-58.4427891765732,-34.6145413328927,"Inicial a Primario",2,c(-58.4427891765732, -34.6145413328927)
"Esc. Primaria Común N° 07 Tte. Manuel Félix Origone","PriCom","Nivel Primario Común","Escuela de Jornada Simple",7,"1",101394.7562,98973.2798,"Primario Común",-58.4480878981452,-34.6385243970611,"Primario",1,c(-58.4480878981452, -34.6385243970611)
"Jardín Pipoka","OSECom","Otros Servicios Educativos de la modalidad Común","Instituto Educativo Asistencial No Incorporado a la Enseñanza Oficial",15,"1",102226.4526,102795.96,"Otros Servicios Educativos de la modalidad Común",-58.4390267238172,-34.6040638125027,"Otros",1,c(-58.4390267238172, -34.6040638125027)
"Inst. Manantiales","IniCom","Nivel Inicial Común","Instituto Educativo Incorporado a la Enseñanza Oficial",14,"1",104692.6169,105449.492,"Inicial Común",-58.4121549211149,-34.5801355332156,"Inicial",1,c(-58.4121549211149, -34.5801355332156)
"Esc. Primaria Común N° 08 Alte. Ramón González Fernández","PriCom","Nivel Primario Común","Escuela de Jornada Completa",13,"1",101883.4621,108518.5396,"Primario Común",-58.4427783415497,-34.5524785057054,"Primario",1,c(-58.4427783415497, -34.5524785057054)
"Inst. Dr. Herzl","IniCom - PriCom","Nivel Inicial y Primario Común","Instituto Educativo Incorporado a la Enseñanza Oficial",15,"1",101935.6724,103340.3958,"Inicial y Primario Común",-58.4421980361157,-34.5991566094835,"Inicial a Primario",2,c(-58.4421980361157, -34.5991566094835)
"Centro Educativo de Nivel Secundario N° 82","SecAdu","Nivel Secundario de Jóvenes y Adultos","Centro Educativo de Nivel Secundario",9,"1",96877.1254,97796.9932,"Secundario de Jóvenes y Adultos",-58.4973642034029,-34.6491238226729,"Secundario",1,c(-58.4973642034029, -34.6491238226729)
"Esc. para Niños, Niñas y Jóvenes con Pluridiscapacidad N° 26 Dr. Jorge Garber","IniEsp - PriEsp","Nivel Inicial y Primario Especial","Escuela de Educación Especial",14,"1",103589.2938,105434.5379,"Inicial y Primario Especial",-58.4241799143358,-34.5802747237695,"Inicial a Primario",2,c(-58.4241799143358, -34.5802747237695)
"Centro Educativo de Nivel Primario N° 08","PriAdu","Nivel Primario de Jóvenes y Adultos","Centro Educativo de Nivel Primario",3,"1",105149.4696,100829.5516,"Primario de Jóvenes y Adultos",-58.4071479873435,-34.6217794736819,"Primario",1,c(-58.4071479873435, -34.6217794736819)
"Bachillerato a Distancia Adultos 2000","SecAdu","Nivel Secundario de Jóvenes y Adultos","Bachillerato a Distancia Adultos 2000",15,"1",98834.4097,105623.7333,"Secundario de Jóvenes y Adultos",-58.4760029532099,-34.5785745828044,"Secundario",1,c(-58.4760029532099, -34.5785745828044)
"Jardín de Infantes Nucleado C (EPCjs 14/21°) [Sede]","IniCom","Nivel Inicial Común","Jardín de Infantes Nucleado",8,"1",98671.9271,94046.0029,"Inicial Común",-58.4777926983949,-34.6829404888744,"Inicial",1,c(-58.4777926983949, -34.6829404888744)
"CENOF Centro SIPAM Barracas","OSEAdu","Otros Servicios Educativos de la modalidad de Jóvenes y Adultos","Centro de Educación No Formal",4,"1",107140.969,98475.7691,"Otros Servicios Educativos de la modalidad de Jóvenes y Adultos",-58.3854122462339,-34.6429855273434,"Otros",1,c(-58.3854122462339, -34.6429855273434)
"Centro de Estudios Interdisciplinarios para el Aprendizaje y la Comunicación","SNUCom","Nivel Superior No Universitario Común","Instituto Educativo Incorporado a la Enseñanza Oficial",13,"1",100256.4335,106458.849,"Inicial Común",-58.4605048804295,-34.571047164735,"Superior",1,c(-58.4605048804295, -34.571047164735)
"Esc. Primaria Común N° 14 Cornelio Saavedra","PriCom","Nivel Primario Común","Escuela de Jornada Completa",3,"1",105931.12,102562.5047,"Primario Común",-58.398636575693,-34.6061537552684,"Primario",1,c(-58.398636575693, -34.6061537552684)
